      Time   Sample #  Type  Sub Chan  Num	Aux
    4:35.830    27583     N    0    0    0
    4:36.640    27664     N    0    0    0
    4:37.500    27750     N    0    0    0
    4:38.410    27841     N    0    0    0
    4:39.330    27933     N    0    0    0
    4:40.200    28020     N    0    0    0
    4:40.990    28099     N    0    0    0
    4:41.750    28175     N    0    0    0
    4:42.500    28250     N    0    0    0
    4:43.260    28326     N    0    0    0
    4:44.040    28404     N    0    0    0
    4:44.880    28488     N    0    0    0
    4:45.710    28571     N    0    0    0
    4:46.520    28652     N    0    0    0
    4:47.310    28731     N    0    0    0
    4:48.090    28809     N    0    0    0
    4:48.900    28890     N    0    0    0
    4:49.730    28973     N    0    0    0
    4:50.590    29059     N    0    0    0
    4:51.490    29149     N    0    0    0
    4:52.350    29235     N    0    0    0
    4:53.170    29317     N    0    0    0
    4:53.960    29396     N    0    0    0
    4:54.730    29473     N    0    0    0
    4:55.520    29552     N    0    0    0
    4:56.350    29635     N    0    0    0
    4:57.220    29722     N    0    0    0
    4:58.080    29808     N    0    0    0
    4:58.910    29891     N    0    0    0
    4:59.750    29975     N    0    0    0
    5:00.580    30058     N    0    0    0
    5:01.390    30139     N    0    0    0
    5:02.240    30224     N    0    0    0
    5:03.130    30313     N    0    0    0
    5:04.030    30403     N    0    0    0
    5:04.940    30494     N    0    0    0
    5:05.800    30580     N    0    0    0
    5:06.610    30661     N    0    0    0
    5:07.450    30745     N    0    0    0
    5:08.300    30830     N    0    0    0
    5:09.160    30916     N    0    0    0
    5:10.030    31003     N    0    0    0
    5:10.920    31092     N    0    0    0
    5:11.760    31176     N    0    0    0
    5:12.570    31257     N    0    0    0
    5:13.370    31337     N    0    0    0
    5:14.160    31416     N    0    0    0
    5:14.980    31498     N    0    0    0
    5:15.780    31578     N    0    0    0
    5:16.580    31658     N    0    0    0
    5:17.330    31733     N    0    0    0
    5:18.070    31807     N    0    0    0
    5:18.790    31879     N    0    0    0
    5:19.490    31949     N    0    0    0
    5:20.180    32018     N    0    0    0
    5:20.870    32087     N    0    0    0
    5:21.570    32157     N    0    0    0
    5:22.320    32232     N    0    0    0
    5:23.150    32315     N    0    0    0
    5:24.020    32402     N    0    0    0
    5:24.860    32486     N    0    0    0
    5:25.680    32568     N    0    0    0
    5:26.480    32648     N    0    0    0
    5:27.290    32729     N    0    0    0
    5:28.110    32811     N    0    0    0
    5:28.960    32896     N    0    0    0
    5:29.820    32982     N    0    0    0
    5:30.650    33065     N    0    0    0
    5:31.460    33146     N    0    0    0
    5:32.270    33227     N    0    0    0
    5:33.120    33312     N    0    0    0
    5:34.040    33404     N    0    0    0
    5:34.990    33499     N    0    0    0
    5:35.900    33590     N    0    0    0
    5:36.740    33674     N    0    0    0
    5:37.560    33756     N    0    0    0
    5:38.390    33839     N    0    0    0
    5:39.240    33924     N    0    0    0
    5:40.120    34012     N    0    0    0
    5:41.010    34101     N    0    0    0
    5:41.840    34184     N    0    0    0
    5:42.660    34266     N    0    0    0
    5:43.500    34350     N    0    0    0
    5:44.390    34439     N    0    0    0
    5:45.310    34531     N    0    0    0
    5:46.200    34620     N    0    0    0
    5:47.110    34711     N    0    0    0
    5:48.000    34800     N    0    0    0
    5:48.870    34887     N    0    0    0
    5:49.740    34974     N    0    0    0
    5:50.630    35063     N    0    0    0
    5:51.480    35148     N    0    0    0
    5:52.310    35231     N    0    0    0
    5:53.070    35307     N    0    0    0
    5:53.820    35382     N    0    0    0
    5:54.590    35459     N    0    0    0
    5:55.440    35544     N    0    0    0
    5:56.300    35630     N    0    0    0
    5:57.120    35712     N    0    0    0
    5:57.920    35792     N    0    0    0
    5:58.710    35871     N    0    0    0
    5:59.510    35951     N    0    0    0
    6:00.360    36036     N    0    0    0
    6:01.200    36120     N    0    0    0
    6:02.050    36205     N    0    0    0
    6:02.920    36292     N    0    0    0
    6:03.790    36379     N    0    0    0
    6:04.670    36467     N    0    0    0
    6:05.510    36551     N    0    0    0
    6:06.350    36635     N    0    0    0
    6:07.170    36717     N    0    0    0
    6:08.000    36800     N    0    0    0
    6:08.820    36882     N    0    0    0
    6:09.610    36961     N    0    0    0
    6:10.360    37036     N    0    0    0
    6:11.080    37108     N    0    0    0
    6:11.810    37181     N    0    0    0
    6:12.570    37257     N    0    0    0
    6:13.470    37347     N    0    0    0
    6:14.370    37437     N    0    0    0
    6:15.220    37522     N    0    0    0
    6:16.040    37604     N    0    0    0
    6:16.840    37684     N    0    0    0
    6:17.650    37765     N    0    0    0
    6:18.450    37845     N    0    0    0
    6:19.230    37923     N    0    0    0
    6:20.010    38001     N    0    0    0
    6:20.790    38079     N    0    0    0
    6:21.590    38159     N    0    0    0
    6:22.380    38238     N    0    0    0
    6:23.210    38321     N    0    0    0
    6:24.060    38406     N    0    0    0
    6:24.910    38491     N    0    0    0
    6:25.740    38574     N    0    0    0
    6:26.560    38656     N    0    0    0
    6:27.370    38737     N    0    0    0
    6:28.150    38815     N    0    0    0
    6:28.900    38890     N    0    0    0
    6:29.650    38965     N    0    0    0
    6:30.410    39041     N    0    0    0
    6:31.170    39117     N    0    0    0
    6:31.950    39195     N    0    0    0
    6:32.750    39275     N    0    0    0
    6:33.550    39355     N    0    0    0
    6:34.350    39435     N    0    0    0
    6:35.140    39514     N    0    0    0
    6:35.930    39593     N    0    0    0
    6:36.730    39673     N    0    0    0
    6:37.480    39748     N    0    0    0
    6:38.230    39823     N    0    0    0
    6:38.980    39898     N    0    0    0
    6:39.760    39976     N    0    0    0
    6:40.560    40056     N    0    0    0
    6:41.360    40136     N    0    0    0
    6:42.170    40217     N    0    0    0
    6:43.000    40300     N    0    0    0
    6:43.850    40385     N    0    0    0
    6:44.730    40473     N    0    0    0
    6:45.600    40560     N    0    0    0
    6:46.450    40645     N    0    0    0
    6:47.300    40730     N    0    0    0
    6:48.230    40823     N    0    0    0
    6:49.190    40919     N    0    0    0
    6:50.110    41011     N    0    0    0
    6:51.000    41100     N    0    0    0
    6:51.840    41184     N    0    0    0
    6:52.660    41266     N    0    0    0
    6:53.450    41345     N    0    0    0
    6:54.240    41424     N    0    0    0
    6:55.040    41504     N    0    0    0
    6:55.840    41584     N    0    0    0
    6:56.650    41665     N    0    0    0
    6:57.440    41744     N    0    0    0
    6:58.270    41827     N    0    0    0
    6:59.130    41913     N    0    0    0
    6:59.970    41997     N    0    0    0
    7:00.790    42079     N    0    0    0
    7:01.590    42159     N    0    0    0
    7:02.390    42239     N    0    0    0
    7:03.140    42314     N    0    0    0
    7:03.890    42389     N    0    0    0
    7:04.650    42465     N    0    0    0
    7:05.420    42542     N    0    0    0
    7:06.230    42623     N    0    0    0
    7:07.070    42707     N    0    0    0
    7:07.860    42786     N    0    0    0
    7:08.640    42864     N    0    0    0
    7:09.400    42940     N    0    0    0
    7:10.140    43014     N    0    0    0
    7:10.860    43086     N    0    0    0
    7:11.560    43156     N    0    0    0
    7:12.250    43225     N    0    0    0
    7:12.940    43294     N    0    0    0
    7:13.610    43361     N    0    0    0
    7:14.270    43427     N    0    0    0
    7:14.920    43492     N    0    0    0
    7:15.580    43558     N    0    0    0
    7:16.230    43623     N    0    0    0
    7:16.880    43688     N    0    0    0
    7:17.530    43753     N    0    0    0
    7:18.200    43820     N    0    0    0
    7:18.920    43892     N    0    0    0
    7:19.650    43965     N    0    0    0
    7:20.370    44037     N    0    0    0
    7:21.100    44110     N    0    0    0
    7:21.820    44182     N    0    0    0
    7:22.520    44252     N    0    0    0
    7:23.210    44321     N    0    0    0
    7:23.890    44389     N    0    0    0
    7:24.560    44456     N    0    0    0
    7:25.250    44525     N    0    0    0
    7:25.950    44595     N    0    0    0
    7:26.680    44668     N    0    0    0
    7:27.400    44740     N    0    0    0
    7:28.110    44811     N    0    0    0
    7:28.820    44882     N    0    0    0
    7:29.530    44953     N    0    0    0
    7:30.270    45027     N    0    0    0
    7:31.030    45103     N    0    0    0
    7:31.790    45179     N    0    0    0
    7:32.540    45254     N    0    0    0
    7:33.290    45329     N    0    0    0
    7:34.030    45403     N    0    0    0
    7:34.790    45479     N    0    0    0
    7:35.560    45556     N    0    0    0
    7:36.320    45632     N    0    0    0
    7:37.110    45711     N    0    0    0
    7:37.870    45787     N    0    0    0
    7:38.630    45863     N    0    0    0
    7:39.370    45937     N    0    0    0
    7:40.100    46010     N    0    0    0
    7:40.810    46081     N    0    0    0
    7:41.530    46153     N    0    0    0
    7:42.260    46226     N    0    0    0
    7:43.000    46300     N    0    0    0
    7:43.770    46377     N    0    0    0
    7:44.540    46454     N    0    0    0
    7:45.300    46530     N    0    0    0
    7:46.050    46605     N    0    0    0
    7:46.780    46678     N    0    0    0
    7:47.500    46750     N    0    0    0
    7:48.210    46821     N    0    0    0
    7:48.920    46892     N    0    0    0
    7:49.640    46964     N    0    0    0
    7:50.340    47034     N    0    0    0
    7:51.050    47105     N    0    0    0
    7:51.760    47176     N    0    0    0
    7:52.450    47245     N    0    0    0
    7:53.130    47313     N    0    0    0
    7:53.820    47382     N    0    0    0
    7:54.510    47451     N    0    0    0
    7:55.200    47520     N    0    0    0
    7:55.880    47588     N    0    0    0
    7:56.570    47657     N    0    0    0
    7:57.250    47725     N    0    0    0
    7:57.920    47792     N    0    0    0
    7:58.580    47858     N    0    0    0
    7:59.240    47924     N    0    0    0
    7:59.900    47990     N    0    0    0
    8:00.560    48056     N    0    0    0
    8:01.210    48121     N    0    0    0
    8:01.850    48185     N    0    0    0
    8:02.500    48250     N    0    0    0
    8:03.130    48313     N    0    0    0
    8:03.760    48376     N    0    0    0
    8:04.400    48440     N    0    0    0
    8:05.050    48505     N    0    0    0
    8:05.720    48572     N    0    0    0
    8:06.390    48639     N    0    0    0
    8:07.060    48706     N    0    0    0
    8:07.740    48774     N    0    0    0
    8:09.110    48911     N    0    0    0
    8:09.790    48979     N    0    0    0
    8:10.450    49045     N    0    0    0
    8:11.120    49112     N    0    0    0
    8:11.780    49178     N    0    0    0
    8:12.430    49243     N    0    0    0
    8:13.080    49308     N    0    0    0
    8:13.780    49378     N    0    0    0
    8:14.540    49454     N    0    0    0
    8:15.290    49529     N    0    0    0
    8:16.020    49602     N    0    0    0
    8:16.740    49674     N    0    0    0
    8:17.480    49748     N    0    0    0
    8:18.220    49822     N    0    0    0
    8:18.940    49894     N    0    0    0
    8:19.650    49965     N    0    0    0
    8:20.370    50037     N    0    0    0
    8:21.090    50109     N    0    0    0
    8:21.800    50180     N    0    0    0
    8:22.520    50252     N    0    0    0
    8:23.220    50322     N    0    0    0
    8:23.910    50391     N    0    0    0
    8:24.600    50460     N    0    0    0
    8:25.260    50526     N    0    0    0
    8:25.920    50592     N    0    0    0
    8:26.580    50658     N    0    0    0
    8:27.230    50723     N    0    0    0
    8:27.860    50786     N    0    0    0
    8:28.500    50850     N    0    0    0
    8:29.130    50913     N    0    0    0
    8:29.760    50976     N    0    0    0
    8:30.390    51039     N    0    0    0
    8:31.030    51103     N    0    0    0
    8:31.670    51167     N    0    0    0
    8:32.360    51236     N    0    0    0
    8:33.070    51307     N    0    0    0
    8:33.810    51381     N    0    0    0
    8:34.570    51457     N    0    0    0
    8:35.320    51532     N    0    0    0
    8:36.060    51606     N    0    0    0
    8:36.790    51679     N    0    0    0
    8:37.540    51754     N    0    0    0
    8:38.300    51830     N    0    0    0
    8:39.050    51905     N    0    0    0
    8:39.780    51978     N    0    0    0
    8:40.480    52048     N    0    0    0
    8:41.170    52117     N    0    0    0
    8:41.840    52184     N    0    0    0
    8:42.500    52250     N    0    0    0
    8:43.170    52317     N    0    0    0
    8:43.860    52386     N    0    0    0
    8:44.620    52462     N    0    0    0
    8:45.410    52541     N    0    0    0
    8:46.230    52623     N    0    0    0
    8:47.060    52706     N    0    0    0
    8:47.880    52788     N    0    0    0
    8:48.680    52868     N    0    0    0
    8:49.460    52946     N    0    0    0
    8:50.240    53024     N    0    0    0
    8:51.030    53103     N    0    0    0
    8:51.820    53182     N    0    0    0
    8:52.690    53269     N    0    0    0
    8:53.590    53359     N    0    0    0
    8:54.470    53447     N    0    0    0
    8:55.340    53534     N    0    0    0
    8:56.180    53618     N    0    0    0
    8:56.990    53699     N    0    0    0
    8:57.780    53778     N    0    0    0
    8:58.550    53855     N    0    0    0
    8:59.320    53932     N    0    0    0
    9:00.180    54018     N    0    0    0
    9:01.130    54113     N    0    0    0
    9:02.120    54212     N    0    0    0
    9:03.010    54301     N    0    0    0
    9:03.870    54387     N    0    0    0
    9:04.740    54474     N    0    0    0
    9:05.680    54568     N    0    0    0
    9:06.620    54662     N    0    0    0
    9:07.590    54759     N    0    0    0
    9:08.540    54854     N    0    0    0
    9:09.430    54943     N    0    0    0
    9:10.330    55033     N    0    0    0
    9:11.220    55122     N    0    0    0
    9:12.050    55205     N    0    0    0
    9:12.840    55284     N    0    0    0
    9:13.590    55359     N    0    0    0
    9:14.350    55435     N    0    0    0
    9:15.130    55513     N    0    0    0
    9:15.910    55591     N    0    0    0
    9:16.650    55665     N    0    0    0
    9:17.370    55737     N    0    0    0
    9:18.070    55807     N    0    0    0
    9:18.770    55877     N    0    0    0
    9:19.510    55951     N    0    0    0
    9:20.300    56030     N    0    0    0
    9:21.110    56111     N    0    0    0
    9:21.900    56190     N    0    0    0
    9:22.670    56267     N    0    0    0
    9:23.460    56346     N    0    0    0
    9:24.240    56424     N    0    0    0
    9:25.080    56508     N    0    0    0
    9:25.920    56592     N    0    0    0
    9:26.740    56674     N    0    0    0
    9:27.540    56754     N    0    0    0
    9:28.320    56832     N    0    0    0
    9:29.120    56912     N    0    0    0
    9:29.950    56995     N    0    0    0
    9:30.760    57076     N    0    0    0
    9:31.530    57153     N    0    0    0
    9:32.270    57227     N    0    0    0
    9:33.010    57301     N    0    0    0
    9:33.740    57374     N    0    0    0
    9:34.520    57452     N    0    0    0
    9:35.380    57538     N    0    0    0
    9:36.210    57621     N    0    0    0
    9:37.010    57701     N    0    0    0
    9:37.850    57785     N    0    0    0
    9:38.690    57869     N    0    0    0
    9:39.510    57951     N    0    0    0
    9:40.320    58032     N    0    0    0
    9:41.140    58114     N    0    0    0
    9:41.990    58199     N    0    0    0
    9:42.870    58287     N    0    0    0
    9:43.740    58374     N    0    0    0
    9:44.580    58458     N    0    0    0
    9:45.420    58542     N    0    0    0
    9:46.290    58629     N    0    0    0
    9:47.150    58715     N    0    0    0
    9:48.000    58800     N    0    0    0
    9:48.850    58885     N    0    0    0
    9:49.640    58964     N    0    0    0
    9:50.390    59039     N    0    0    0
    9:51.140    59114     N    0    0    0
    9:51.950    59195     N    0    0    0
    9:52.880    59288     N    0    0    0
    9:53.710    59371     N    0    0    0
    9:54.490    59449     N    0    0    0
    9:55.250    59525     N    0    0    0
    9:56.040    59604     N    0    0    0
    9:56.820    59682     N    0    0    0
    9:57.590    59759     N    0    0    0
    9:58.370    59837     N    0    0    0
    9:59.180    59918     N    0    0    0
   10:00.030    60003     N    0    0    0
   10:00.870    60087     N    0    0    0
   10:01.750    60175     N    0    0    0
   10:02.640    60264     N    0    0    0
   10:03.510    60351     N    0    0    0
   10:04.380    60438     N    0    0    0
   10:05.230    60523     N    0    0    0
   10:06.080    60608     N    0    0    0
   10:06.930    60693     N    0    0    0
   10:07.810    60781     N    0    0    0
   10:08.790    60879     N    0    0    0
   10:09.750    60975     N    0    0    0
   10:10.670    61067     N    0    0    0
   10:11.550    61155     N    0    0    0
   10:12.350    61235     N    0    0    0
   10:13.110    61311     N    0    0    0
   10:13.870    61387     N    0    0    0
   10:14.660    61466     N    0    0    0
   10:15.480    61548     N    0    0    0
   10:16.260    61626     N    0    0    0
   10:17.020    61702     N    0    0    0
   10:17.790    61779     N    0    0    0
   10:18.640    61864     N    0    0    0
